"platform_id","platform_domain","target_key","target_url","platform_decision","task_status","result_url","checked_at","notes"
"81","feedback.jobplanet.co.kr","knitblog","https://knitblog.cc/","inaccessible","blocked_inaccessible","","2026-08-04","403 scripted request and ERR_CONNECTION_CLOSED in Chrome"
"83","prismo.fedibird.com","skillsignal","https://www.skillsignal.cc/","published","published_verified","https://prismo.fedibird.com/posts/a0f6ade9-a5b3-465b-9e6e-059acb62566a","2026-08-04","Outbound link present; rel attribute absent"
"83","prismo.fedibird.com","mcpradars","https://mcpradars.com/","published","published_verified","https://prismo.fedibird.com/posts/30a1165d-1181-4df8-baa9-c68aa5687643","2026-08-04","Outbound link present; rel attribute absent"
"83","prismo.fedibird.com","chatgptimage2","https://www.chatgptimage2.xyz/","published","published_verified","https://prismo.fedibird.com/posts/c264eab2-cfc8-477d-ae37-5194d640d555","2026-08-04","Outbound link present; rel attribute absent"
"83","prismo.fedibird.com","sundayarcade","https://sundayarcade.com/","published","published_verified","https://prismo.fedibird.com/posts/261a5063-f25d-4174-82b3-bf0629baa9aa","2026-08-04","Outbound link present; rel attribute absent"
"83","prismo.fedibird.com","knitblog","https://knitblog.cc/","published","published_verified","https://prismo.fedibird.com/posts/9fc5f30e-057b-4e8f-8c27-5eb96fef0ecb","2026-08-04","Outbound link present; rel attribute absent"
"84","app.geniusu.com","skillsignal","https://www.skillsignal.cc/","profile_fields_not_rendered","profile_updated_no_public_link_rendered","https://www.geniusu.com/profiles/2821204","2026-08-04","URL saved in About but absent from public profile DOM"
"84","app.geniusu.com","mcpradars","https://mcpradars.com/","profile_fields_not_rendered","profile_updated_no_public_link_rendered","https://www.geniusu.com/profiles/2821204","2026-08-04","Website field saved but absent from public profile DOM"
"84","app.geniusu.com","chatgptimage2","https://www.chatgptimage2.xyz/","profile_fields_not_rendered","profile_updated_no_public_link_rendered","https://www.geniusu.com/profiles/2821204","2026-08-04","URL saved in About but absent from public profile DOM"
"84","app.geniusu.com","sundayarcade","https://sundayarcade.com/","profile_fields_not_rendered","profile_updated_no_public_link_rendered","https://www.geniusu.com/profiles/2821204","2026-08-04","URL saved in About but absent from public profile DOM"
"84","app.geniusu.com","knitblog","https://knitblog.cc/","profile_fields_not_rendered","profile_updated_no_public_link_rendered","https://www.geniusu.com/profiles/2821204","2026-08-04","URL saved in About but absent from public profile DOM"
"85","iubungei.cloud-line.com","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect URL/homepage field and public author rendering"
"85","iubungei.cloud-line.com","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect URL/homepage field and public author rendering"
"85","iubungei.cloud-line.com","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect URL/homepage field and public author rendering"
"85","iubungei.cloud-line.com","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect URL/homepage field and public author rendering"
"85","iubungei.cloud-line.com","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect URL/homepage field and public author rendering"
"88","www.minemurashouten.com","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect whether My Page has a public profile or website field"
"88","www.minemurashouten.com","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect whether My Page has a public profile or website field"
"88","www.minemurashouten.com","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect whether My Page has a public profile or website field"
"88","www.minemurashouten.com","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect whether My Page has a public profile or website field"
"88","www.minemurashouten.com","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect whether My Page has a public profile or website field"
"91","quickcoop.videomarketingplatform.co","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect channel/account profile external website fields"
"91","quickcoop.videomarketingplatform.co","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect channel/account profile external website fields"
"91","quickcoop.videomarketingplatform.co","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect channel/account profile external website fields"
"91","quickcoop.videomarketingplatform.co","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect channel/account profile external website fields"
"91","quickcoop.videomarketingplatform.co","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect channel/account profile external website fields"
"93","app.wedonthavetime.org","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Locate signup/login and editable profile links"
"93","app.wedonthavetime.org","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Locate signup/login and editable profile links"
"93","app.wedonthavetime.org","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","Locate signup/login and editable profile links"
"93","app.wedonthavetime.org","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Locate signup/login and editable profile links"
"93","app.wedonthavetime.org","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Locate signup/login and editable profile links"
"95","blogg.ng.se","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment Website field and any account profile"
"95","blogg.ng.se","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment Website field and any account profile"
"95","blogg.ng.se","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment Website field and any account profile"
"95","blogg.ng.se","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment Website field and any account profile"
"95","blogg.ng.se","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment Website field and any account profile"
"96","pokemon.stranky1.cz","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment form and public author link behavior"
"96","pokemon.stranky1.cz","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment form and public author link behavior"
"96","pokemon.stranky1.cz","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment form and public author link behavior"
"96","pokemon.stranky1.cz","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment form and public author link behavior"
"96","pokemon.stranky1.cz","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect comment form and public author link behavior"
"102","diariodecuba.com","skillsignal","https://www.skillsignal.cc/","profile_registration","registration_submitted_awaiting_activation","","2026-08-04","wangknit registration submitted; no activation email received yet"
"102","diariodecuba.com","mcpradars","https://mcpradars.com/","profile_registration","registration_submitted_awaiting_activation","","2026-08-04","wangknit registration submitted; no activation email received yet"
"102","diariodecuba.com","chatgptimage2","https://www.chatgptimage2.xyz/","profile_registration","registration_submitted_awaiting_activation","","2026-08-04","wangknit registration submitted; no activation email received yet"
"102","diariodecuba.com","sundayarcade","https://sundayarcade.com/","profile_registration","registration_submitted_awaiting_activation","","2026-08-04","wangknit registration submitted; no activation email received yet"
"102","diariodecuba.com","knitblog","https://knitblog.cc/","profile_registration","registration_submitted_awaiting_activation","","2026-08-04","wangknit registration submitted; no activation email received yet"
"104","video.assens.dk","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect interactive UI for login/profile controls"
"104","video.assens.dk","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect interactive UI for login/profile controls"
"104","video.assens.dk","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect interactive UI for login/profile controls"
"104","video.assens.dk","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect interactive UI for login/profile controls"
"104","video.assens.dk","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect interactive UI for login/profile controls"
"108","tibatattoo.de","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","profile_audit"
"108","tibatattoo.de","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","profile_audit"
"108","tibatattoo.de","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","profile_audit"
"108","tibatattoo.de","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","profile_audit"
"108","tibatattoo.de","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","profile_audit"
"109","www.tvworthwatching.com","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect member/comment profile and website field over HTTP"
"109","www.tvworthwatching.com","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect member/comment profile and website field over HTTP"
"109","www.tvworthwatching.com","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect member/comment profile and website field over HTTP"
"109","www.tvworthwatching.com","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect member/comment profile and website field over HTTP"
"109","www.tvworthwatching.com","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect member/comment profile and website field over HTTP"
"112","mattsoncreative.com","skillsignal","https://www.skillsignal.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect WordPress account/comment author profile options"
"112","mattsoncreative.com","mcpradars","https://mcpradars.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect WordPress account/comment author profile options"
"112","mattsoncreative.com","chatgptimage2","https://www.chatgptimage2.xyz/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect WordPress account/comment author profile options"
"112","mattsoncreative.com","sundayarcade","https://sundayarcade.com/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect WordPress account/comment author profile options"
"112","mattsoncreative.com","knitblog","https://knitblog.cc/","profile_audit","pending_profile_field_audit","","2026-08-04","Inspect WordPress account/comment author profile options"
