Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"mcp,server,set",how to set up mcp server,Informational,70,"0.23,1.00,0.28,0.05,0.23,0.05,0.05,0.05,0.07,0.07,0.10,0.17",32,3.17,0.24,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",137
"mcp,server,slack",does slack have an mcp server,,50,"0.00,0.23,1.00,0.23,0.23,0.23,0.64,0.23,0.23,0.23,0.23,0.29",,0.00,0.33,,
"mcp,server,work",how does mcp server work,Informational,50,"0.29,0.64,0.41,0.52,0.29,0.52,0.41,0.17,0.11,0.64,1.00,0.11",35,0.54,0.38,"Sitelinks, AI Overview, Image, Video, Video carousel, Short videos, Related searches, Ads bottom",60000000
"mcp,server,work",how mcp server works,Informational,50,"0.23,0.23,0.41,0.23,0.23,0.23,0.17,0.11,0.11,0.11,1.00,0.11",52,1.20,0.24,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",127
"add,chatgpt,mcp,server",how to add mcp server to chatgpt,Informational,50,"0.64,0.11,0.11,0.82,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11",30,12.27,0.14,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Discussions and forums, Related searches",117
"add,claude,mcp,server",how to add mcp server to claude,,50,"0.17,0.29,0.11,0.11,0.11,0.29,0.23,0.23,0.29,0.17,1.00,0.64",,10.06,0.10,,
"add,mcp,server,vscode",how to add mcp server to vscode,,50,"0.14,0.23,0.33,0.23,0.19,0.14,0.19,0.19,0.23,0.33,1.00,0.19",,0.00,0.33,,
"claude,connect,desktop,mcp,server",how to connect mcp server to claude desktop,Informational,50,"1.00,0.45,0.45,1.00,1.00,0.45,0.27,0.18,0.18,0.18,0.18,0.18",33,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Discussions and forums, Related searches",92
"agent,ai,mcp,server",is mcp server an ai agent,,50,"0.00,0.00,0.23,0.11,0.11,0.11,1.00,1.00,0.11,0.11,0.11,0.11",,0.00,0.02,,
"github,mcp,server",is there a github mcp server,Navigational,50,"0.00,0.00,0.00,0.23,0.23,1.00,0.05,0.05,0.05,0.05,0.07,0.05",25,0.00,0.05,"Video, Video carousel, People also ask, Discussions and forums",134
"mcp,server",what does mcp server do,,50,"0.11,0.11,0.29,0.17,0.29,0.23,0.11,0.11,0.11,0.11,1.00,0.64",,0.88,0.14,,
"ai,mcp,server",what is an mcp server ai,Informational,50,"0.00,1.00,0.43,0.10,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05",46,0.31,0.23,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",60200000
"mcp,server,work",what is an mcp server and how does it work,,50,"0.00,0.18,0.45,0.36,0.18,0.45,0.63,0.18,0.45,0.81,1.00,1.00",,1.55,0.41,,
"context7,mcp,server",what is context7 mcp server,,50,"0.00,0.00,0.27,0.81,0.27,0.81,0.81,1.00,0.27,0.18,0.18,0.36",,0.00,0.01,,
"agent,ai,mcp,server",what is mcp server ai agents,,50,"0.71,1.00",,0.00,0.00,,
"mcp,server,work",what is mcp server and how it works,,50,"0.00,0.11,0.11,0.11,0.11,0.11,0.11,0.17,0.11,0.41,1.00,0.64",,1.84,0.45,,
"ai,context,mcp,server",what is mcp server in ai context,,50,"0.00,0.00,1.00,0.78,0.21,0.00",,0.00,0.00,,
"connect,mcp,server",could not connect to mcp server,,40,"0.11,0.64,1.00,0.00,0.23,0.00,0.11,0.11,0.00,0.11,0.11,0.11",,0.00,0.33,,
"jira,mcp,server",does jira have mcp server,,40,"0.00,0.00,0.00,0.00,0.78,0.14,0.14,1.00,1.00,0.14,0.28,0.14",,0.00,0.05,,
"mcp,notion,server",does notion have an mcp server,,40,"0.00,0.00,0.14,0.28,0.14,0.14,0.14,0.14,0.28,1.00,0.64,0.14",,0.00,0.03,,
"build,mcp,server",how do you build an mcp server,,40,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.14,1.00",,2.97,0.17,,
"mcp,server,work",how does mcp server works,,40,"0.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,1.00",,1.45,0.32,,
"add,claude,code,mcp,server",how to add an mcp server to claude code,,40,"0.00,0.11,0.11,0.11,0.11,0.17,0.29,0.11,0.17,0.29,0.29,1.00",,4.60,0.08,,
"add,claude,desktop,mcp,server",how to add mcp server to claude desktop,Informational,40,"0.50,0.50,0.14,0.14,0.14,1.00,0.50,0.14,0.21,0.21,0.21,0.28",33,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",138
"claude,connect,desktop,mcp,server",how to connect claude desktop to mcp server,Informational,40,"1.00,0.44,1.00,1.00,1.00,0.44,0.22,0.22,0.22,0.22,0.22,0.22",29,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",9400000
"create,local,mcp,server",how to create a local mcp server,,40,"0.00,0.00,1.00,0.11,0.11,0.11,0.41,0.41,0.11,0.11,0.11,0.11",,0.00,0.05,,
"create,mcp,server,typescript",how to create mcp server in typescript,,40,"0.00,0.14,1.00,0.14,0.14,0.28,0.14,0.14,0.50,0.28,0.14,0.14",,0.00,0.07,,
"create,mcp,server",how to create your own mcp server,Informational,40,"0.60,0.60,1.00,0.80,0.60,0.80,0.80,0.40,0.40,0.40,0.40,0.40",36,2.35,0.52,"Sitelinks, Video, Video carousel, People also ask, Discussions and forums, Related searches",147
"deployment,mcp,server",how to deploy a mcp server,Informational,40,"0.14,0.14,0.28,0.78,0.14,0.28,1.00,0.14,0.14,0.14,0.14,0.14",36,3.16,0.52,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",139
"claude,code,mcp,remove,server",how to remove mcp server from claude code,,40,"0.00,0.00,0.19,0.09,0.33,0.09,0.09,0.09,0.09,1.00,0.09,0.09",,0.00,0.33,,
"mcp,server,test",how to test a mcp server,,40,"1.00,0.14,0.50,0.14,0.14,0.28,0.14,0.64,0.14,0.14,0.14,0.14",,0.00,0.12,,
"context7,mcp,server,use",how to use context7 mcp server,,40,"0.00,0.00,0.00,0.18,0.81,0.18,0.36,0.81,0.36,0.36,1.00,0.18",,0.00,0.33,,
"mcp,server,use,vscode",how to use mcp server in vscode,,40,"0.28,0.28,0.57,0.28,0.28,0.71,0.57,0.42,0.42,1.00,0.71,0.71",,0.00,0.01,,
"mcp,server,write",how to write mcp server,Informational,40,"0.70,0.70,0.27,1.00,1.00,0.58,0.27,0.27,0.27,0.27,0.27,0.27",32,3.27,0.39,"Sitelinks, AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches",183
"mcp,server,stand",what does mcp server stand for,,40,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.36,0.18,1.00,1.00,1.00",,0.47,0.08,,
"atlassian,mcp,server",what is atlassian mcp server,,40,"0.00,0.00,0.00,0.41,0.11,1.00,0.11,0.11,0.11,0.23,0.23,0.11",,0.00,0.33,,
"figma,mcp,server",what is figma mcp server,,40,"0.00,0.36,0.36,0.81,0.36,0.36,0.18,0.18,0.45,0.18,1.00,0.18",,0.00,0.02,,
"agent,ai,mcp,server",what is mcp server for ai agents,,40,"0.11,0.44,1.00",,0.00,0.00,,
"mcp,server,vscode",what is mcp server in vscode,,40,"0.00,0.00,0.64,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.33,,
"mcp,server",what's mcp server,Informational,40,"0.11,0.17,0.52,0.64,0.17,0.64,0.00,0.00,0.41,0.64,0.11,1.00",34,0.46,0.15,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",130
"deployment,mcp,server",where to deploy mcp server,,40,"0.14,0.14,0.14,0.14,0.14,0.50,0.14,1.00,0.14,0.64,0.14,0.14",,6.72,0.45,,
"attachment,claude,mcp,server",could not attach to mcp server claude,,30,"0.00,0.00,0.00,1.00,0.18,0.18,1.00,0.81,0.18,0.18,0.18,0.18",,0.00,0.02,,
"chrome,claude,connect,mcp,server",could not connect to mcp server claude in chrome,,30,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.06,0.00",,0.00,0.00,,
"mcp,salesforce,server",does salesforce have an mcp server,,30,"0.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.45,1.00",,4.14,0.04,,
"mcp,server,slack",does slack have mcp server,,30,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.63,0.18,0.18,0.18",,0.00,0.33,,
"add,claude,desktop,mcp,server",how to add mcp server in claude desktop,,30,"0.00,0.63,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.10,,
"add,cursor,mcp,server",how to add mcp server in cursor,,30,"0.18,0.18,0.18,0.18,0.18,1.00,0.36,0.18,0.18,0.36,0.18,0.18",,0.00,0.07,,
"add,gemini,mcp,server",how to add mcp server to gemini,,30,"0.00,0.00,0.77,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
"build,mcp,server",how to build your own mcp server,Informational,30,"1.00,1.00,0.60,0.80,0.80,0.80,0.80,0.60,0.40,0.40,0.80,1.00",25,2.07,0.50,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",163
"claude,connect,mcp,server",how to connect mcp server to claude,,30,"1.00,0.22,0.22,0.22,0.77,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,8.54,0.12,,
"create,local,mcp,server",how to create a mcp server locally,,30,"0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11",,3.32,0.28,,
"create,local,mcp,server",how to create local mcp server,,30,"1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,3.60,0.29,,
"create,js,mcp,node,server",how to create mcp server in node js,,30,"0.00,0.00,0.00,0.00,0.36,0.18,0.81,0.18,0.63,1.00,0.18,0.18",,0.00,0.25,,
"development,mcp,server",how to develop an mcp server,,30,"0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,3.91,0.32,,
"host,mcp,server",how to host mcp server,Informational,30,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",35,2.94,0.19,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches, Ads bottom",150
"implementation,mcp,server",how to implement mcp server,,30,"1.00,0.57,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,1.63,0.47,,
"make,mcp,server",how to make a mcp server,,30,"0.75,1.00,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,2.90,0.27,,
"local,mcp,run,server",how to run local mcp server,,30,"0.00,0.00,1.00,0.28,0.28,0.28,0.28,0.28,0.57,1.00,1.00,0.28",,0.00,0.24,,
"mcp,server,setup",how to setup a mcp server,,30,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00",,2.07,0.29,,
"mcp,server,setup",how to setup an mcp server,Informational,30,"0.63,0.18,0.45,0.36,0.18,0.18,0.27,0.18,0.00,1.00,0.27,0.36",21,2.01,0.40,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches, Ads bottom, Ads middle",137
"mcp,server,setup",how to setup mcp server,Informational,30,"0.33,0.09,0.09,0.09,0.80,0.09,0.09,0.09,0.09,1.00,0.52,0.52",33,2.15,0.47,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",132
"mcp,server,test",how to test an mcp server,,30,"0.22,0.22,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,7.87,0.20,,
"local,mcp,server,test",how to test local mcp server,,30,"0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
"jira,mcp,server,use",how to use jira mcp server,,30,"0.00,0.00,0.00,1.00,0.11,0.11,0.41,0.11,0.11,0.11,0.11,0.11",,0.00,0.09,,
"mcp,server,use",how to use mcp server,,30,"0.80,1.00,0.80,0.60,0.60,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,1.51,0.18,,
"mcp,server,write",how to write a mcp server,Informational,30,"0.75,1.00,0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",46,2.89,0.37,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",195
"mcp,meaning,server",what does mcp server mean,,30,"0.57,1.00,0.28,0.28,0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.28",,1.94,0.15,,
"ai,mcp,server",what is an mcp server for ai,,30,"0.00,0.00,0.00,0.52,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,1.70,0.28,,
"github,mcp,server",what is github mcp server,,30,"0.42,0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.28,0.28,1.00,0.28",,0.00,0.01,,
"ai,mcp,server",what is mcp server ai,,30,"0.28,0.28,0.57,0.28,0.28,0.28,0.28,0.71,1.00,0.28,1.00,0.28",,1.64,0.39,,
"api,mcp,server",what is mcp server api,,30,"0.00,1.00,0.14,1.00,0.00",,0.00,0.00,,
"ai,mcp,server",what is mcp server for ai,,30,"0.00,0.00,0.28,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.14,,
"copilot,github,mcp,server",what is mcp server in github copilot,,30,"0.00,0.00,0.00,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.33,,
"mcp,server,sprawl",what is mcp server sprawl,,30,1.00,,0.00,0.00,,
"mcp,server,use",what is mcp server used for,,30,"0.60,0.60,0.40,0.40,1.00,0.40,0.40,0.40,0.80,0.40,0.40,0.40",,1.21,0.28,,
"mcp,remote,server",what is remote mcp server,,30,"0.44,1.00,0.22,0.22,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.03,,
"can,create,mcp,server",can i create my own mcp server,,20,"0.00,0.00,0.66,0.33,1.00,0.33,0.33,0.66,0.66,0.66,0.66,0.66",,0.00,0.22,,
"attachment,mcp,server",could not attach to mcp server,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
"attachment,filesystem,mcp,server",could not attach to mcp server filesystem,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.14,,
"connect,filesystem,mcp,server",could not connect to mcp server filesystem,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
"claude,connect,mcp,registry,server",could not connect to mcp server mcp-registry claude,,20,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.09,0.00",,0.00,0.00,,
"connect,mcp,server",could not connect to your mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.08,,
"connect,mcp,n8n,server",could not connect to your mcp server n8n,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
"aws,mcp,server",does aws have an mcp server,,20,"0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
"github,mcp,server",does github have an mcp server,,20,"0.00,0.00,0.28,0.28,0.28,0.28,1.00,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
"jira,mcp,server",does jira have an mcp server,,20,"0.00,0.00,1.00,0.40,0.20,0.20,0.20,0.20,0.40,0.20,0.40,0.80",,0.00,0.02,,
"mcp,n8n,server",does n8n have an mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
"adherence,configuration,mcp,scheme,server",does not adhere to mcp server configuration schema,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
"mcp,server,servicenow",does servicenow have an mcp server,,20,"0.00,0.00,0.00,0.28,0.28,0.28,1.00,0.28,0.28,0.28,0.28,0.57",,0.00,0.02,,
"mcp,server,work",how an mcp server works,,20,"0.00,0.00,0.00,0.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,1.07,0.39,,
"create,mcp,server",how create mcp server,,20,"1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.00,0.28,0.28,0.28,0.28",,0.00,0.37,,
"add,claude,code,mcp,server",how do i add an mcp server to claude code,,20,"0.00,0.00,0.00,1.00,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.03,,
"build,mcp,server",how do i build an mcp server,,20,"0.00,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,3.79,0.35,,
"create,mcp,server",how do i create an mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,4.47,0.51,,
"mcp,server,work",how does a mcp server work,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.41,0.43,,
"access,mcp,server",how to access mcp server,,20,"0.00,0.00,0.14,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.21,,
"add,claude,code,mcp,server",how to add a mcp server to claude code,,20,"0.00,0.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,4.89,0.12,,
"add,claude,desktop,mcp,server",how to add an mcp server to claude desktop,,20,"0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.33,,
"add,mcp,server,vscode",how to add an mcp server to vscode,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"add,authentication,mcp,server",how to add authentication to mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.57,,
"add,claude,custom,desktop,mcp,server",how to add custom mcp server to claude desktop,,20,"0.00,0.00,0.00,0.00,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
"add,claude,code,github,mcp,server",how to add github mcp server to claude code,,20,"0.00,0.00,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50",,0.00,0.07,,
"add,mcp,server",how to add mcp server,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.08,,
"add,claude,code,mcp,server",how to add mcp server in claude code,,20,"0.00,0.00,0.14,0.42,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.05,,
"add,code,mcp,server,vs",how to add mcp server in vs code,,20,"0.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
"add,mcp,server,vscode",how to add mcp server in vscode,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
"add,cline,mcp,server",how to add mcp server to cline,,20,"1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.33,,
"add,codex,mcp,server",how to add mcp server to codex,,20,"0.00,0.00,0.00,0.00,1.00,0.22,0.33,0.22,0.22,0.22,0.22,0.22",,436.50,0.25,,
"add,copilot,mcp,server",how to add mcp server to copilot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
"add,copilot,github,mcp,server",how to add mcp server to github copilot,,20,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.33,,
"add,mcp,server,studio,visual",how to add mcp server to visual studio,,20,"0.00,0.00,0.00,0.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.33,,
"add,code,mcp,server,vs",how to add mcp server to vs code,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.09,,
"add,copilot,mcp,server,vscode",how to add mcp server to vscode copilot,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
"build,custom,mcp,server",how to build a custom mcp server,,20,"0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,2.49,0.27,,
"build,local,mcp,server",how to build a local mcp server,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,3.73,0.19,,
